song_id,song_name,song_type,explicit,entry_year,exit_year,n_years_on_chart,years_on_chart,weeks_on_chart,song_rank_entry,song_rank_peak,song_rank_final,entry_week,exit_week,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo
7Ihl2uNgZmwaOyp9KRHGsA,Then What?,Solo,FALSE,1998,1998,1,1998,18,6,36,1,1998-02-07,1998-06-06,183707,0.169,0.564,0.806,0,0.0663,-8.227,0.063,0.633,176.405
7Iid7I3pGCjc7G0XtRH5wT,Who Do You Think You Are,Solo,FALSE,1966,1966,1,1966,1,10,10,10,1966-09-03,1966-09-03,148813,0.338,0.651,0.767,0,0.229,-7.693,0.0306,0.937,132.727
7IklGkM5n6aRZv18wIwJtm,Love Ballad,Solo,FALSE,1976,1977,2,1976;1977,18,24,81,8,1976-10-02,1977-01-29,266467,0.221,0.542,0.473,0,0.115,-13.002,0.0401,0.392,77.363
7IlzjR0X2iCGeZQkvj098X,Everytime I Cry,Solo,FALSE,1999,1999,1,1999,8,8,32,8,1999-04-03,1999-05-22,228200,0.0537,0.655,0.691,0,0.319,-6.215,0.0287,0.539,116.412
7Inb38nLzRcA1IEgNgzx6b,A Must to Avoid,Solo,FALSE,1965,1966,2,1965;1966,9,53,93,61,1965-12-25,1966-02-19,117427,0.0679,0.496,0.58,3e-5,0.389,-9.364,0.0293,0.865,135.096
7IoV1gSAO6rlKJqZ3OpPAQ,Too Many Fish in the Sea / Three Little Fishes (Medley),Solo,FALSE,1967,1967,1,1967,6,25,77,69,1967-04-29,1967-06-03,181905,0.538,0.567,0.748,3.35e-4,0.19,-10.207,0.0631,0.862,98.808
7IsSXaTgBu8ChPx9jLgx28,Emotional Rollercoaster,Solo,FALSE,2003,2003,1,2003,19,18,62,5,2003-02-15,2003-06-21,196373,0.0973,0.692,0.562,0,0.304,-6.034,0.0924,0.504,122.937
7IvADBRzFG926uxvgePJSm,All Things Are Possible,Collaboration,FALSE,1979,1979,1,1979,5,11,23,23,1979-09-15,1979-10-13,178226,0.469,0.382,0.552,1.11e-4,0.163,-8.657,0.0327,0.254,103.06
7IwBsD0ueIGGdyjwG6xuVI,Go Where You Wanna Go,Solo,FALSE,1967,1967,1,1967,10,6,85,63,1967-01-14,1967-03-18,143027,0.571,0.537,0.57,0,0.119,-9.042,0.0311,0.93,114.294
7IwFA0HPOBCoQT5qzP0jDN,Woodstock,Solo,FALSE,1971,1971,1,1971,16,18,78,61,1971-03-06,1971-06-19,269333,0.787,0.595,0.34,0.179,0.104,-15.214,0.0332,0.79,119.859
7IxHyB6UoZW8EARDonolT2,Get Silly,Solo,FALSE,2008,2008,1,2008,17,9,72,2,2008-05-10,2008-08-30,227120,0.0769,0.846,0.814,0,0.0588,-4.945,0.353,0.671,75.01
7Iy9xMcBIzHvuQtYrU0MZn,You're My World,Solo,FALSE,1977,1977,1,1977,22,18,83,4,1977-04-30,1977-09-24,163800,0.17,0.407,0.528,0.00212,0.0987,-7.276,0.043,0.438,107.74
7IyuwRPPNq6gYI1vzqKsrU,Dreamboat Annie,Solo,FALSE,1976,1977,2,1976;1977,10,19,59,32,1976-12-18,1977-02-19,121707,0.142,0.497,0.409,1.41e-4,0.185,-15.649,0.0335,0.649,114.823
7IzurnmQLvZmMDJcpITUyt,Infinity,Solo,FALSE,2015,2015,1,2015,1,19,19,19,2015-05-16,2015-05-16,239800,0.0434,0.552,0.814,4.85e-6,0.255,-4.302,0.0804,0.21,134.806
7J06GPr8b6A0zRHTZhah6s,Highway 20 Ride,Solo,FALSE,2010,2010,1,2010,20,3,61,14,2010-01-30,2010-06-12,229280,0.551,0.55,0.402,1.38e-5,0.105,-7.195,0.0339,0.428,76.105
7J2eOdc0RyjYEMmwXE4vpL,Single Girl,Solo,FALSE,1966,1967,2,1966;1967,12,5,89,54,1966-11-19,1967-02-04,142172,0.544,0.763,0.362,1.44e-4,0.0923,-15.374,0.029,0.91,110.349
7J41dYQolQJEtj3UmKLu5r,U Got It Bad,Solo,FALSE,2001,2002,2,2001;2002,32,8,100,65,2001-09-22,2002-04-27,247840,0.0227,0.816,0.5,1.53e-6,0.0733,-4.551,0.03,0.649,124.037
7J46gwrIpjeaFsjB5X184J,Whatever It Takes,Solo,FALSE,2008,2008,1,2008,20,4,68,43,2008-02-02,2008-06-14,207240,0.00653,0.445,0.881,0,0.188,-4.171,0.0296,0.533,150.09
7J4AXE4JAV1Z1sOdMgotAS,Shock,Solo,FALSE,1985,1985,1,1985,3,14,17,6,1985-10-26,1985-11-09,270000,0.0643,0.696,0.672,2.98e-6,0.192,-12.499,0.0402,0.629,112.825
7J6bnDDitOwfelaJNixHhL,Modern Slavery,Collaboration,TRUE,2018,2018,1,2018,1,33,33,33,2018-01-06,2018-01-06,148560,0.00158,0.737,0.737,0,0.28,-3.72,0.238,0.5,134.066
7JBhRYElCvTatV5AmJ3KA5,Check It Out (Will.i.am & Nicki Minaj Party Tribute),Solo,FALSE,2010,2011,2,2010;2011,15,23,77,5,2010-09-25,2011-01-15,247385,0.269,0.878,0.404,0,0.0394,-19.09,0.478,0.721,130.135
7JCd3x25rM1cc7dxfYoKe5,Think,Solo,FALSE,1965,1965,1,1965,2,5,6,6,1965-10-23,1965-10-30,153307,0.391,0.458,0.513,0,0.358,-11.46,0.0372,0.929,131.584
7JDoIqP6hQaSeuRGGRzEsG,Johnny Can't Read,Solo,FALSE,1982,1982,1,1982,11,21,59,3,1982-08-21,1982-10-30,213787,0.166,0.628,0.958,0,0.0368,-6.341,0.0384,0.971,157.657
7JERIeYBD7Xrxoae3RYd1g,Hold Me,Solo,FALSE,1985,1985,1,1985,11,16,39,7,1985-05-11,1985-07-20,248853,0.028,0.858,0.685,2.64e-4,0.0623,-7.875,0.0388,0.978,118.928
7JFoeg0arawADjGcz9gBnq,I Don't Like Mondays,Solo,FALSE,1980,1980,1,1980,5,10,28,9,1980-02-02,1980-03-01,259093,0.743,0.472,0.464,0,0.153,-6.848,0.0404,0.444,141.35
7JH6N7qstfxRhaB7PjiE9q,Tijuana Taxi,Solo,FALSE,1965,1966,2,1965;1966,8,15,63,61,1965-12-25,1966-02-12,125920,0.615,0.776,0.572,0.528,0.041,-9.831,0.0462,0.894,101.088
7JHptW8NXkfjCIIiBshGel,"Hot Pants - I'm Coming, Coming, I'm Coming - Single Version",Solo,FALSE,1971,1971,1,1971,4,11,16,16,1971-09-25,1971-10-16,150000,0.171,0.845,0.671,0.00703,0.069,-8.004,0.0847,0.919,109.919
7JIuqL4ZqkpfGKQhYlrirs,The Only Exception,Solo,FALSE,2010,2010,1,2010,20,11,77,48,2010-06-12,2010-10-23,267653,0.144,0.452,0.563,0,0.143,-6.607,0.0272,0.209,137.715
7JJmb5XwzOO8jgpou264Ml,There's Nothing Holdin' Me Back,Solo,FALSE,2017,2017,1,2017,34,57,95,53,2017-05-13,2017-12-30,199440,0.38,0.866,0.813,0,0.0779,-4.063,0.0554,0.969,121.998
7JKUEuxOW5NNieEjoW59sH,Carolina,Solo,FALSE,2013,2014,2,2013;2014,19,8,65,6,2013-10-05,2014-02-08,201347,0.0107,0.434,0.75,0,0.106,-3.53,0.0293,0.488,159.824
7JLFGPUo8ytYKPkOY9XSsU,Love Is a Rock,Solo,FALSE,1990,1990,1,1990,6,18,36,11,1990-10-13,1990-11-17,336467,0.217,0.562,0.832,1.32e-6,0.0505,-9.279,0.0368,0.443,106.033
7JMdrgAYUnYLZUcSGiOHcH,Since You Showed Me How To Be Happy,Solo,FALSE,1967,1967,1,1967,6,29,69,60,1967-11-25,1967-12-30,162947,0.591,0.472,0.83,0,0.612,-6.984,0.0686,0.867,93.009
7JQewUMic1DudLQV1TgYg4,White Tee,Solo,TRUE,2004,2004,1,2004,13,5,22,4,2004-09-04,2004-11-27,218574,0.2,0.862,0.563,0,0.0859,-8.318,0.387,0.741,162.001
7JRwGDYjKn4aIcQo0ZqEaA,Sometimes I Wish I Were A Boy,Solo,FALSE,1964,1964,1,1964,4,5,15,15,1964-10-31,1964-11-21,124000,0.69,0.694,0.504,0,0.23,-9.049,0.0375,0.85,130.055
7JS582OivCCXWuSNcXGLHO,Hold My Hand (Duet with Akon) - Michael Jackson (Michael)(Instrumental),Solo,FALSE,2010,2011,2,2010;2011,9,17,62,10,2010-12-04,2011-01-29,172500,0.854,0.536,0.482,0.82,0.148,-8.858,0.0315,0.367,90.011
7JUVe8uhgW9sCF7iXt4225,It's Gonna Be Alright,Solo,FALSE,1965,1965,1,1965,8,38,78,58,1965-04-10,1965-05-29,145933,0.254,0.234,0.71,0,0.0786,-11.405,0.047,0.922,197.947
7JUalHySYqNFmz1P3nfDyz,Too Little Too Late,Solo,FALSE,2001,2001,1,2001,4,15,15,1,2001-04-07,2001-04-28,203773,0.0308,0.497,0.987,0.00463,0.123,-0.884,0.098,0.455,144.013
7JVJQ7LPj1O9l6vTz5S4s9,Welcome To The World,Collaboration,TRUE,2009,2009,1,2009,9,23,43,29,2009-05-02,2009-06-27,183200,0.00572,0.599,0.932,0,0.225,-4.053,0.065,0.633,116.031
7JXFCtDRnftvbZjukyIRRB,Father,Solo,TRUE,1998,1998,1,1998,16,78,83,7,1998-01-31,1998-05-16,284630,0.0473,0.757,0.525,0.0805,0.143,-10.882,0.277,0.567,98.808
7JZqV1CK7F2hKZ2F4rlUAx,California Dreamin',Solo,FALSE,1979,1979,1,1979,5,13,45,45,1979-03-24,1979-04-21,141621,0.0471,0.4,0.538,0.924,0.238,-10.237,0.0334,0.375,126.6
7Jc0l11j0Ehx6smWHqDXtX,Phenomenon,Solo,TRUE,1997,1997,1,1997,9,45,46,8,1997-11-01,1997-12-27,244733,4.52e-4,0.812,0.605,5.48e-6,0.0796,-8.342,0.289,0.441,105.859
7JfAG3i6AI3Msu2OX4LBdl,More and More,Solo,FALSE,1975,1975,1,1975,2,4,7,7,1975-10-18,1975-10-25,244507,0.452,0.737,0.372,2.19e-6,0.171,-17.855,0.0516,0.786,106.066
7Jgz1CgFVfBmtYJ1lc0UXa,Rhythm of Love,Solo,FALSE,1987,1988,2,1987;1988,12,15,61,5,1987-12-19,1988-03-05,292173,0.0405,0.572,0.834,4.61e-4,0.139,-5.754,0.0348,0.343,124.508
7JiPIxmjmMEpCGkO5eWYd4,Easy as Pie,Solo,FALSE,1975,1976,2,1975;1976,8,13,47,42,1975-12-13,1976-01-31,198400,0.48,0.579,0.336,1.38e-5,0.0998,-12.535,0.0252,0.248,84.64
7Jivh0vTRGrCVOz55GDYJ4,Get Together,Collaboration,FALSE,1995,1996,2,1995;1996,13,36,57,1,1995-12-16,1996-03-09,303133,0.0529,0.68,0.914,0.00493,0.226,-7.392,0.0418,0.879,97.055
7JkKlXFnHPrtIeRrK1QpJk,She's No You - Originally Performed By Jesse McCartney,Solo,FALSE,2005,2005,1,2005,3,10,10,5,2005-05-21,2005-06-04,199211,0.0146,0.524,0.802,0.0223,0.801,-6.299,0.0323,0.144,90.02
7JlfynwCeJtbqXB0brcDcS,...And Roses and Roses,Solo,FALSE,1965,1965,1,1965,7,23,65,58,1965-04-03,1965-05-15,143933,0.715,0.324,0.289,2.48e-5,0.0852,-14.805,0.129,0.279,75.268
7Jm0gQhWuBMzp0TI4ydm3D,(Remember Me) I'm the One Who Loves You,Solo,FALSE,1965,1965,1,1965,7,24,69,38,1965-05-22,1965-07-03,145320,0.646,0.475,0.507,1.03e-5,0.24,-13.103,0.0372,0.59,113.364
7JmPqImeW3kLoYVNBA9v11,If It Isn't Love,Solo,FALSE,1988,1988,1,1988,21,8,94,1,1988-07-02,1988-11-19,309840,0.0967,0.605,0.85,1.36e-5,0.367,-12.322,0.0388,0.768,97.95
7JnorPtXApoUw2AuJUGLY1,We Went,Solo,FALSE,2015,2016,2,2015;2016,13,1,41,10,2015-11-21,2016-04-02,179360,0.097,0.646,0.882,0,0.311,-3.77,0.0371,0.544,101.997
7JoPxqrnT3eq02AnflBSiN,I Want Candy,Solo,FALSE,1965,1965,1,1965,10,32,90,65,1965-06-26,1965-08-28,177507,0.0273,0.669,0.848,0.0869,0.0881,-10.072,0.03,0.661,102.048
7Jpclr7tZ6aQXjoKzWXUJV,Don't It Make My Brown Eyes Blue,Solo,FALSE,1977,1978,2,1977;1978,26,11,99,6,1977-08-13,1978-02-04,157653,0.799,0.736,0.321,0.00897,0.0619,-13.474,0.0444,0.342,84.928
7JrKjVnhH6t23u8iLgOaUD,Orinoco Flow (Sail Away) In the Style of Enya,Solo,FALSE,1989,1989,1,1989,17,8,77,18,1989-01-21,1989-05-13,291013,0.942,0.679,0.417,0.78,0.106,-12.98,0.0327,0.495,114.989
7Jtb2bUvQaT7exWSCAkm6X,Younger Days,Solo,FALSE,1982,1982,1,1982,3,11,21,21,1982-07-31,1982-08-14,198639,0.287,0.604,0.697,1.02e-6,0.114,-6.031,0.0279,0.352,105.677
7JuMBlUywiUQdgjYtpJvsf,"Independent Women, Pt. 1",Solo,FALSE,2000,2001,2,2000;2001,28,23,100,70,2000-09-23,2001-03-31,221160,0.347,0.742,0.591,4.54e-6,0.168,-3.78,0.2,0.932,97.958
7JuUxcg1Xci0xHAVzZIjdG,My Oh My,Solo,FALSE,1984,1984,1,1984,11,21,64,8,1984-07-07,1984-09-15,252160,0.00573,0.439,0.63,0,0.14,-7.108,0.0289,0.376,137.242
7Jx87mZSCjUWlVDCLiRFK6,Angie Baby,Solo,FALSE,1974,1975,2,1974;1975,17,41,100,40,1974-10-19,1975-02-08,211293,0.48,0.563,0.34,1.29e-5,0.119,-15.589,0.0563,0.595,80.324
7Jy1RGzK7IRbZG0yq3oKSu,I'll Try Something New,Solo,FALSE,1982,1982,1,1982,10,21,60,3,1982-03-13,1982-05-15,255667,0.446,0.632,0.377,2.72e-6,0.119,-12.929,0.0303,0.617,99.692
7K1TyzMSR0s2iVlepOh75L,Give It 2 You,Solo,TRUE,1995,1995,1,1995,18,24,75,3,1995-04-15,1995-08-12,193160,0.0032,0.871,0.455,0,0.075,-12.414,0.179,0.709,91.926
7K2IeEefMiK8sDL8RBvXw2,London Bridge,Solo,TRUE,2006,2006,1,2006,21,17,100,54,2006-08-05,2006-12-23,241307,0.204,0.767,0.618,0,0.18,-5.756,0.381,0.639,90.896
7K2WpmETOAeCwEW5RlgOvA,Don't Stop It Now,Solo,FALSE,1976,1976,1,1976,6,21,59,59,1976-04-17,1976-05-22,182080,0.35,0.692,0.645,4.07e-4,0.108,-6.029,0.0321,0.84,109.743
7K40sZ0ZV6vGjzSso2nFyr,"My Woman, My Woman, My Wife",Solo,FALSE,1970,1970,1,1970,8,9,59,44,1970-03-14,1970-05-02,211107,0.927,0.429,0.317,3.5e-6,0.116,-11.322,0.0292,0.302,102.109
7K4Aq4awgYvDKEJdEvvl4j,Can't Deny It (feat. Nate Dogg),Solo,TRUE,2001,2001,1,2001,20,3,76,42,2001-07-21,2001-12-01,306440,0.0528,0.916,0.821,0,0.0635,-4.118,0.15,0.592,90.04
7K566soVIxwlMjSLprSFRW,Circles,Solo,FALSE,1972,1972,1,1972,5,4,14,9,1972-07-15,1972-08-12,267907,0.417,0.455,0.437,0,0.282,-13.056,0.0468,0.588,113.8
7K5DQXU32pXtzwUgHsrZYy,Be My Lover,Solo,FALSE,1972,1972,1,1972,10,20,52,48,1972-03-11,1972-05-13,201040,0.113,0.532,0.434,0.00151,0.076,-15.45,0.0543,0.554,117.6
7K7ZIvwUpMZ2H6eOVpWhwq,One Man Band,Solo,FALSE,1975,1975,1,1975,1,5,5,5,1975-06-28,1975-06-28,214867,0.114,0.542,0.514,3.9e-6,0.101,-8.751,0.0292,0.731,129.878
7K9Wbyz3tw65D6fTvNrvyy,Native New Yorker,Solo,FALSE,1977,1978,2,1977;1978,19,10,80,23,1977-11-12,1978-03-18,206640,0.156,0.518,0.877,1.36e-4,0.843,-9.67,0.169,0.624,109.326
7KB4SeLfd4Ko7rjByIuiOx,Just a Gigolo / I Ain't Got Nobody,Solo,FALSE,1985,1985,1,1985,17,31,89,12,1985-03-23,1985-07-13,284537,0.447,0.577,0.903,1.44e-5,0.0477,-4.736,0.0592,0.629,124.515
7KHriXtGqZS83iUWwgbyss,I Love My Music,Solo,FALSE,1978,1978,1,1978,8,10,32,1,1978-02-25,1978-04-15,244933,0.0209,0.702,0.933,1.74e-6,0.294,-5.783,0.196,0.7,117.524
7KIBXiTa6aVDBFNFgjN5fj,She's A Woman,Solo,FALSE,1964,1965,2,1964;1965,9,55,97,64,1964-12-05,1965-01-30,205267,0.0187,0.465,0.876,0,0.721,-8.458,0.0408,0.631,95.912
7KIQKq8H0yENFv6nEa41b5,Square Biz,Solo,FALSE,1981,1981,1,1981,13,19,51,7,1981-07-25,1981-10-17,385533,0.167,0.768,0.861,1.43e-4,0.42,-10.967,0.0883,0.779,113.599
7KKCysLL3WwTRZnyGWVeZV,Beat The Clock,Solo,FALSE,1967,1967,1,1967,2,2,9,9,1967-05-13,1967-05-20,239933,0.579,0.676,0.433,0,0.0882,-12.806,0.0443,0.705,137.228
7KLB6Jptw9wyQXkSLiO8qh,Might Be,Solo,TRUE,2016,2016,1,2016,10,16,23,9,2016-03-05,2016-05-07,210704,0.378,0.448,0.782,0,0.114,-6.766,0.458,0.694,74.037
7KOlJ92bu51cltsD9KU5I7,T-Shirt,Solo,TRUE,2017,2017,1,2017,25,58,82,53,2017-02-04,2017-07-22,242407,0.242,0.865,0.687,0,0.158,-3.744,0.217,0.486,139.023
7KP1J17dxk6h3msMWq07Nz,Supernatural Love,Solo,FALSE,1984,1984,1,1984,5,17,26,9,1984-11-10,1984-12-08,214093,0.0622,0.734,0.586,1.47e-4,0.052,-11.352,0.0318,0.903,119.974
7KP3jPXSIjB2xx6UifWQ2V,Georgia Rose - 2011 Remaster,Solo,FALSE,1966,1966,1,1966,4,6,12,8,1966-07-23,1966-08-13,176827,0.932,0.287,0.267,0.087,0.108,-13.748,0.0313,0.141,83.818
7KPTwEENcZ5r4KJ6FHmhLP,Home,Solo,FALSE,2007,2007,1,2007,37,18,96,53,2007-03-17,2007-11-24,255253,0.00416,0.461,0.855,7.14e-6,0.19,-3.235,0.0338,0.383,143.918
7KRnJW2x33Mb84NavoKmbh,I Don't Care (feat. Adam Gontier),Collaboration,FALSE,2008,2009,2,2008;2009,16,9,23,6,2008-11-01,2009-02-14,237920,0.00583,0.298,0.795,0,0.117,-4.146,0.0371,0.0892,178.95
7KUHpRlZQR91SLflhsQCg9,Fanny (Be Tender With My Love),Solo,FALSE,1975,1976,2,1975;1976,16,28,89,44,1975-12-27,1976-04-10,247040,0.227,0.432,0.543,0.0704,0.155,-9.683,0.0293,0.553,95.417
7KUyxxJhMjUSTClYQjn2tP,Spin Spin Sugar,Solo,FALSE,1997,1998,2,1997;1998,13,9,14,2,1997-10-11,1998-02-07,215400,2.72e-4,0.573,0.897,5.54e-4,0.261,-5.566,0.0437,0.222,128.9
7KW0abVHZmldQV3KIn7bgf,Get That Love,Solo,FALSE,1987,1987,1,1987,11,23,70,20,1987-03-28,1987-06-06,235933,0.085,0.743,0.799,1.36e-4,0.0524,-5.366,0.027,0.762,104.893
7KWoeBqSdZHEloYKVxssfG,In the Ghetto,Solo,FALSE,1969,1969,1,1969,13,22,98,75,1969-05-03,1969-07-26,167413,0.716,0.404,0.266,0.133,0.107,-16.688,0.0334,0.491,88.916
7KX5NC5lHbjywDbHa2Uace,BB Good,Solo,FALSE,2008,2008,1,2008,1,13,13,13,2008-08-30,2008-08-30,176240,0.032,0.646,0.893,7.49e-5,0.0593,-5.156,0.0418,0.853,135.025
7KXjTSCq5nL1LoYtL7XAwS,HUMBLE.,Solo,TRUE,2017,2017,1,2017,37,99,100,54,2017-04-22,2017-12-30,177000,2.82e-4,0.908,0.621,5.39e-5,0.0958,-6.638,0.102,0.421,150.011
7KYm266nz6EmqxfQpLUYdE,Too Slow,Solo,FALSE,1966,1966,1,1966,3,7,10,10,1966-04-02,1966-04-16,166707,0.559,0.571,0.445,0,0.146,-11.009,0.0285,0.68,73.364
7KZ5MMVgBVox9ycroB2UrI,CAROUSEL,Solo,TRUE,2018,2018,1,2018,2,77,77,20,2018-08-18,2018-08-25,180183,0.229,0.428,0.403,0,0.22,-5.914,0.209,0.133,95.387
7KdcZQ3GJeGdserhK61kfv,The Way I Want To Touch You,Solo,FALSE,1975,1976,2,1975;1976,17,21,97,37,1975-09-27,1976-01-17,163587,0.579,0.665,0.586,2.96e-4,0.295,-7.064,0.0257,0.61,111.323
7KgBgVGO5Ey46Z8r78eKAG,You Have The Right To Remain Silent,Solo,FALSE,1995,1995,1,1995,10,19,40,9,1995-08-05,1995-10-07,210867,0.411,0.577,0.436,0,0.107,-10.988,0.0275,0.442,163.928
7KhhMI6XIc9hwLBSfuZ7By,Out Here On My Own,Solo,FALSE,1980,1981,2,1980;1981,23,12,82,1,1980-08-16,1981-01-17,193360,0.98,0.411,0.129,2.52e-5,0.085,-15.07,0.0358,0.222,136.215
7KikvoI7Wvkqc2qqj1mMVu,A Country Boy Can Survive (Y2K Version) (In the Style of Chad Brock with Hank Williams Jr. & George Jones) [Karaoke Version],Solo,FALSE,2000,2000,1,2000,3,8,26,9,2000-01-01,2000-01-15,237420,0.0402,0.576,0.375,0.812,0.0414,-10.214,0.0329,0.282,75.005
7KlqczWxKKKVYNdKYGSH9X,Four Strong Winds,Solo,FALSE,1964,1964,1,1964,7,3,41,33,1964-10-31,1964-12-12,165107,0.655,0.567,0.379,0,0.215,-12.821,0.0294,0.626,116.975
7KnMHRj5xqsOGLv8lGCPa6,That's How Country Boys Roll,Solo,FALSE,2009,2010,2,2009;2010,20,1,44,2,2009-12-12,2010-05-01,224267,0.0735,0.674,0.916,0,0.108,-2.945,0.0332,0.916,120.974
7KnSQMDfPNVKJkiniY2fZF,Going in with my eyes open,Solo,FALSE,1977,1977,1,1977,7,19,47,34,1977-05-07,1977-06-18,243333,0.796,0.575,0.37,2.85e-4,0.101,-13.675,0.0266,0.397,100.443
7KnWxdB9iD6h0T8GfypGwE,"Happy - Love Theme From ""Lady Sings The Blues""",Solo,FALSE,1973,1973,1,1973,8,9,34,34,1973-01-06,1973-02-24,247907,0.724,0.249,0.552,5.91e-5,0.0842,-10.151,0.0543,0.437,148.251
7KnZjHM4BJDfZPFadIP6W0,"Do It When I'm In It (feat. Jermaine Dupri, Ozuna & Slim Jxmmi)",Collaboration,TRUE,2001,2001,1,2001,5,24,24,10,2001-02-03,2001-03-03,233849,0.0148,0.835,0.662,1.96e-5,0.116,-5.934,0.0779,0.56,94.207
7Ko8eQ58gmHF8m3drHGUZT,She'd Rather Be With Me,Solo,FALSE,1967,1967,1,1967,11,13,98,57,1967-05-13,1967-07-22,141840,0.271,0.489,0.775,7.54e-4,0.152,-11.057,0.0315,0.939,124.335
7KpOJfwRFf20Y1EpTVCRpR,Just Look What You've Done,Solo,FALSE,1967,1967,1,1967,5,16,32,32,1967-04-22,1967-05-20,171907,0.357,0.616,0.665,0,0.778,-11.2,0.0385,0.921,117.545
7KpPH6122XEmqi13ftl9b6,Every River,Collaboration,FALSE,2002,2003,2,2002;2003,5,26,26,2,2002-12-07,2003-01-04,210413,0.367,0.648,0.673,7.16e-4,0.348,-8.966,0.0389,0.604,123.708
7Kr1yAXJKg7uYp95R92GVf,Same Old Look,Solo,FALSE,1990,1990,1,1990,7,8,23,2,1990-07-14,1990-08-25,252813,0.0139,0.608,0.806,0,0.345,-6.202,0.0278,0.719,125.095
7Kutf53V4k0CvU4nKu5oK6,Real Hip-Hop,Solo,FALSE,1995,1995,1,1995,10,35,40,8,1995-09-23,1995-11-25,247613,0.0217,0.858,0.76,0,0.322,-7.895,0.254,0.951,93.082
7KvOLQcH6c9RjmWRnK9eNX,Wild Wild Life,Solo,FALSE,1986,1987,2,1986;1987,21,11,76,2,1986-09-06,1987-01-24,220147,0.0172,0.664,0.879,0,0.351,-4.861,0.0309,0.961,137.475
7Kw7xGrqVluke6Jd3JgKeT,The Heart Is Not So Smart,Solo,FALSE,1985,1986,2,1985;1986,7,8,26,4,1985-12-07,1986-01-18,275627,0.542,0.702,0.491,5.92e-5,0.0646,-13.677,0.0332,0.687,95.288
7KwJ9CbrUqd7Zu1rmhqW9G,Look It Up,Solo,FALSE,2011,2011,1,2011,1,6,6,6,2011-06-04,2011-06-04,178880,0.221,0.727,0.712,0,0.0569,-6.039,0.0541,0.661,89.968
7Kwx7LqHMKWrhZ5DDjWj5a,Time and Love,Solo,FALSE,1971,1971,1,1971,7,19,50,45,1971-03-20,1971-05-01,217600,0.51,0.338,0.438,0,0.868,-13.109,0.0412,0.878,145.393
7KxhSJOYiqCDclXDBNlFSZ,Kill Em With Kindness,Solo,FALSE,2016,2016,1,2016,15,27,62,12,2016-06-18,2016-09-24,217907,0.00795,0.757,0.884,5.87e-5,0.0973,-5.488,0.0404,0.398,120.012
7KyEgCM3EdWPYi5WHuhc1y,Neva End,Solo,TRUE,2012,2013,2,2012;2013,20,2,49,4,2012-12-22,2013-05-04,262307,0.00884,0.597,0.56,0,0.0939,-7.594,0.0548,0.148,134.953
7L06pF5o819jflseQ4Wde5,Never Keeping Secrets,Solo,FALSE,1993,1994,2,1993;1994,23,12,86,53,1993-10-23,1994-03-26,293267,0.0949,0.693,0.648,0,0.14,-6.411,0.0248,0.319,113.117
7L24ueXfFCegIfpxmRLbmM,It Only Takes A Minute,Solo,FALSE,1975,1975,1,1975,18,19,91,45,1975-07-26,1975-11-22,241387,0.0871,0.637,0.664,0.0713,0.621,-8.066,0.0351,0.962,122.633
7L2eFj0KFJDmHTPMUL4ZxR,Holding Out for a Hero,Solo,FALSE,1984,1984,1,1984,13,17,67,7,1984-02-25,1984-05-19,348333,0.0234,0.612,0.675,1e-5,0.0471,-15.995,0.0398,0.883,150.058
7L4BUI6yaQAc99qE4mkjZR,Don't Come Running Back To Me,Solo,FALSE,1965,1965,1,1965,5,17,43,41,1965-01-30,1965-02-27,134813,0.846,0.33,0.465,0,0.135,-7.007,0.0478,0.602,178.654
7L4G39PVgMfaeHRyi1ML7y,Day Dreaming,Solo,FALSE,1972,1972,1,1972,12,43,96,66,1972-03-18,1972-06-03,239960,0.907,0.463,0.273,3.67e-4,0.101,-15.364,0.074,0.293,146.426
7L6Y31Lnp2RmGKwaRYGkrM,Temptation,Solo,FALSE,1967,1967,1,1967,1,8,8,8,1967-07-08,1967-07-08,170762,0.863,0.592,0.72,0.00244,0.215,-11.959,0.0421,0.873,127.425
7LDJyykhZ6K3V7ryhl1lhY,I Can't Stay Away From You - Single Version,Solo,FALSE,1967,1967,1,1967,4,11,21,21,1967-09-02,1967-09-23,166467,0.53,0.648,0.253,0,0.0773,-11.456,0.0296,0.503,81.034
7LEIpUmUOFAVwgfIuJcuXL,Eleanor Rigby (Karaoke Version),Solo,FALSE,1968,1968,1,1968,10,15,66,59,1968-06-08,1968-08-10,179413,0.202,0.533,0.321,0.924,0.119,-12.715,0.029,0.528,116.008
7LF0YY1gON8rBECsyEs0Wb,Roll To Me,Solo,FALSE,1995,1996,2,1995;1996,36,11,91,53,1995-07-08,1996-03-09,132307,0.417,0.566,0.804,0,0.112,-5.783,0.0364,0.858,149.989
7LFcepuZqkpghbKnslItnx,The Way That I Love You,Solo,FALSE,2008,2008,1,2008,18,13,64,2,2008-03-22,2008-07-19,267680,0.0263,0.561,0.897,5.51e-4,0.0622,-4.011,0.111,0.527,79.687
7LFer4drCtWSyD8oxORZtC,Dirty Laundry,Solo,FALSE,1982,1983,2,1982;1983,19,28,98,10,1982-10-30,1983-03-05,336800,0.0921,0.76,0.779,0.00284,0.0798,-6.639,0.0317,0.956,98.382
